id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
6176,F,1.4875,1.1625,0.375,27.51318975,13.13999325,4.66349275,6.3219385,9.0
6177,I,1.025,0.8375,0.2375,9.93649975,4.32329875,1.7293195,3.118445,6.0
6178,I,1.3375,1.05,0.325,19.97222275,10.64523725,4.025629,5.2446575,8.0
6179,I,1.2125,0.9125,0.325,15.762322,7.58349125,3.4869885,4.53592,11.0
6180,F,1.4,1.1375,0.4125,26.40755925,11.3681495,5.0745605,7.37087,10.0
6181,F,1.575,1.2125,0.4375,39.76017375,19.9863975,8.448151,10.489315,11.0
6182,I,0.625,0.45,0.125,2.2396105,0.963883,0.396893,0.60951425,4.0
6183,M,1.625,1.3125,0.45,42.807745,17.81766075,8.80251975,12.3320325,11.0
6184,I,0.725,0.525,0.1875,3.3168915,1.54504775,0.80796075,0.850485,6.0
6185,M,1.25,1.0,0.3125,16.34348675,7.24329725,3.78465825,4.97533725,8.0
6186,F,1.55,1.15,0.4,35.67784575,14.13222575,8.71747125,9.63883,13.0
6187,I,1.2,0.9375,0.3125,14.2030995,6.73300625,3.2601925,4.53592,8.0
6188,I,1.15,0.875,0.3125,12.3320325,5.896696,2.9766975,4.53592,13.0
6189,I,0.75,0.55,0.175,3.061746,1.530873,0.75126175,1.020582,7.0
6190,I,0.8375,0.5625,0.2,3.72795925,1.48834875,0.58116475,1.13398,6.0
6191,I,1.0125,0.7625,0.25,9.36950975,4.32329875,1.8427175,2.6932025,7.0
6192,I,1.25,0.9625,0.3,15.5071765,8.448151,2.664853,3.98310475,6.0
6193,M,1.275,1.0125,0.325,21.8007655,9.2702865,4.3374735,5.953395,8.0
6194,I,1.375,1.0875,0.325,22.736299,9.87980075,5.726599,7.2291225,13.0
6195,M,1.6,1.2625,0.4375,41.730464,17.78931125,9.3836845,10.77281,12.0
6196,I,1.0,0.75,0.2,7.654365,3.2601925,1.7293195,2.4097075,7.0
6197,M,1.4375,1.1875,0.3875,31.18445,15.5071765,5.3013565,7.7961125,8.0
6198,M,1.3125,1.05,0.4,26.3933845,9.87980075,5.08873525,7.93786,15.0
6199,M,1.475,1.125,0.3125,24.76328825,11.396499,3.72795925,6.973977,7.0
6200,F,1.425,1.125,0.425,28.81726675,13.834556,7.10154975,7.314171,10.0
6201,F,1.1625,0.8875,0.3125,13.05494475,5.74077375,3.118445,4.1106775,17.0
6202,I,1.3125,1.0,0.2875,19.06503875,9.05766525,3.78465825,5.953395,9.0
6203,F,1.4375,1.1125,0.3375,22.55202725,10.70193625,5.51397775,6.7755305,11.0
6204,M,1.5125,1.2375,0.375,34.68561325,15.01106025,7.6827145,10.035723,11.0
6205,M,1.3625,1.0875,0.3375,22.89222125,10.73028575,5.68407475,6.0951425,9.0
6206,F,1.6,1.3,0.4125,37.0527965,17.78931125,7.4559185,9.355335,13.0
6207,F,1.1125,0.8625,0.275,12.68640125,5.329706,2.31048425,3.685435,10.0
6208,M,1.3125,1.0,0.3625,18.12950525,8.34892775,4.479221,4.819415,9.0
6209,I,1.3375,1.05,0.35,21.092028,8.63242275,4.74854125,7.2291225,11.0
6210,M,1.4125,1.1,0.3625,26.2232875,9.87980075,5.54232725,7.7961125,10.0
6211,I,1.0625,0.825,0.2375,9.25611175,3.72795925,2.25378525,2.79242575,9.0
6212,F,1.6125,1.2875,0.4125,34.6147395,14.7133905,7.64019025,11.1980525,15.0
6213,I,1.0,0.775,0.25,8.17883075,3.8271825,1.80019325,2.6365035,7.0
6214,M,1.525,1.1875,0.4125,31.70891575,13.73533275,6.917278,8.788345,11.0
6215,M,1.775,1.4125,0.5,56.9541455,26.97454925,12.94154675,18.2287285,12.0
6216,F,1.4625,1.1375,0.3875,26.80445225,12.3320325,5.76912325,7.654365,8.0
6217,M,1.4375,1.1,0.375,26.988724,12.03436275,5.88252125,7.2291225,9.0
6218,M,1.575,1.2625,0.4375,38.96638775,13.2392165,8.4198015,11.056305,22.0
6219,I,0.9625,0.7375,0.225,7.29999625,3.175144,1.68679525,2.4097075,7.0
6220,I,1.1875,0.9,0.3,15.77649675,6.8322295,3.6003865,4.3941725,9.0
6221,F,1.6375,1.3,0.475,38.838815,15.03940975,8.7599955,11.623295,10.0
6222,I,1.3125,1.025,0.3125,17.90270925,7.78193775,4.01145425,5.046211,9.0
6223,I,1.3625,1.025,0.325,23.51591025,8.54737425,5.896696,6.23689,9.0
6224,M,1.4875,1.2,0.375,28.8314415,12.00601325,4.94698775,9.4970825,13.0
6225,M,1.3125,1.025,0.325,22.2543575,10.5176645,5.8683465,6.6621325,8.0
6226,F,1.4625,1.125,0.3375,26.09571475,14.0330025,5.11708475,5.6699,11.0
6227,M,1.2875,0.95,0.3875,33.8776525,16.62698175,6.64795775,8.97261675,9.0
6228,F,1.275,1.0,0.3,17.78931125,7.7394135,3.78465825,5.386405,11.0
6229,F,1.625,1.3,0.425,37.42134,13.99047825,7.824462,11.1980525,22.0
6230,M,0.6875,0.5125,0.175,2.721552,1.020582,0.52446575,0.850485,7.0
6231,F,1.475,1.2,0.375,29.5118295,12.133586,5.71242425,8.9300925,17.0
6232,I,1.35,1.05,0.3375,19.15008725,5.953395,4.195726,5.953395,13.0
6233,M,1.5875,1.275,0.4125,38.148727,15.478827,7.824462,11.623295,12.0
6234,F,1.6375,1.2625,0.45,36.570855,14.38737125,8.391452,9.07184,10.0
6235,M,1.475,1.15,0.35,31.2694985,14.69921575,7.2858215,7.5126175,8.0
6236,M,1.6125,1.3,0.4,37.704835,16.9246515,7.27164675,10.0640725,9.0
6237,M,1.1875,0.9375,0.35,15.35125425,5.74077375,4.479221,5.386405,14.0
6238,I,1.2875,0.975,0.35,16.88212725,6.3786375,3.27436725,4.3941725,8.0
6239,F,1.5125,1.2,0.425,30.71668325,14.514944,6.56290925,8.6465975,9.0
6240,M,1.6,1.2875,0.4375,38.96638775,16.045817,7.98038425,10.489315,10.0
6241,F,1.5625,1.225,0.4125,32.601925,16.329312,6.81805475,8.788345,10.0
6242,F,1.5625,1.2125,0.4125,34.62891425,16.499409,6.973977,10.602713,10.0
6243,M,1.7875,1.325,0.45,41.8722115,17.293195,10.87203325,12.2186345,13.0
6244,F,1.525,1.175,0.425,30.900955,14.0897015,7.2858215,8.40562675,11.0
6245,F,1.4125,1.125,0.325,22.89222125,9.14271375,5.71242425,6.3786375,9.0
6246,F,1.3625,1.0,0.3375,17.463292,7.087375,4.2240755,5.2446575,9.0
6247,F,1.4125,1.1,0.4125,25.16018125,9.48290775,5.5281525,7.12989925,12.0
6248,M,1.525,1.2,0.4125,32.9137695,13.67863375,7.654365,9.00096625,12.0
6249,F,1.6125,1.275,0.475,36.117263,15.422128,8.77417025,11.0846545,11.0
6250,F,1.6125,1.25,0.475,41.80133775,17.10892325,8.66077225,12.3320325,13.0
6251,I,0.9125,0.675,0.2375,6.25106475,2.3530085,1.34660125,1.984465,7.0
6252,M,1.225,0.95,0.3125,15.66309875,6.70465675,3.27436725,4.6776675,9.0
6253,F,1.6,1.2,0.425,27.91008275,12.82814875,6.42116175,8.6465975,12.0
6254,M,1.4875,1.1875,0.4,32.205032,14.344847,6.16601625,8.788345,13.0
6255,F,1.675,1.3125,0.4375,38.96638775,13.154168,8.60407325,11.056305,11.0
6256,I,1.2,0.95,0.2625,15.8473705,7.200773,3.52951275,3.8271825,11.0
6257,M,1.375,1.1,0.3375,26.08154,11.12717875,5.3013565,7.37087,8.0
6258,I,0.8625,0.6375,0.2,5.85417175,2.3530085,1.51669825,1.984465,7.0
6259,F,1.7375,1.3375,0.4375,48.931237,16.9813505,10.149121,12.8990225,17.0
6260,I,0.8,0.6375,0.1875,4.309124,2.0128145,1.2757275,1.417475,5.0
6261,I,1.025,0.775,0.225,10.02154825,4.6776675,1.80019325,2.83495,8.0
6262,I,1.2625,0.9375,0.2875,14.571643,7.030676,2.99087225,4.252425,7.0
6263,I,1.3125,1.025,0.45,24.437269,9.7805775,4.60679375,8.0796075,14.0
6264,I,1.1125,0.8625,0.3,11.850091,5.6699,2.4097075,3.005047,7.0
6265,F,1.375,1.1,0.375,22.75047375,9.85145125,4.86193925,6.917278,8.0
6266,I,1.0875,0.8375,0.25,10.149121,4.706017,2.48058125,3.21766825,7.0
6267,M,1.525,1.2625,0.4125,29.9087225,12.927372,6.350288,9.07184,11.0
6268,M,1.5375,1.2375,0.4125,32.034935,14.911837,7.58349125,8.9867915,13.0
6269,M,1.3125,1.0,0.35,18.9091165,7.93786,3.07592075,5.5281525,13.0
6270,M,1.4375,1.15,0.4125,23.700182,8.51902475,4.86193925,7.7961125,15.0
6271,I,1.125,0.825,0.2625,13.45183775,6.5487345,2.551455,3.118445,8.0
6272,F,1.5125,1.2125,0.4375,31.99241075,15.52135125,7.7961125,8.50485,10.0
6273,I,1.225,0.9625,0.2875,14.118051,6.6054335,2.84912475,4.6776675,7.0
6274,I,0.9625,0.7,0.2375,8.3631025,4.83358975,1.2757275,2.08368825,6.0
6275,I,1.0875,0.8125,0.25,11.509897,4.83358975,2.2963095,3.5436875,8.0
6276,I,0.775,0.5875,0.1625,3.4302895,1.5025235,0.89300925,1.13398,6.0
6277,I,0.525,0.375,0.1375,1.54504775,0.60951425,0.35436875,0.29766975,5.0
6278,I,0.9375,0.725,0.2125,6.42116175,2.948348,1.190679,1.8427175,7.0
6279,M,1.45,1.2125,0.4125,30.91512975,12.813974,6.747181,10.0640725,10.0
6280,F,1.55,1.175,0.3875,28.2644515,10.19164525,6.13766675,8.3631025,12.0
6281,I,1.25,0.9375,0.3125,15.83319575,7.21494775,2.9199985,4.819415,7.0
6282,I,1.0125,0.775,0.225,9.922325,4.35164825,1.7860185,2.6932025,7.0
6283,I,0.9375,0.6875,0.25,6.50621025,2.67902775,1.31825175,2.1262125,6.0
6284,M,1.55,1.175,0.3875,31.96406125,13.6361095,7.29999625,8.6465975,10.0
6285,F,1.4,1.1,0.35,22.75047375,9.922325,4.57844425,8.50485,16.0
6286,F,1.7,1.275,0.475,41.95726,18.52639825,9.128539,11.90679,13.0
6287,I,0.9375,0.7,0.225,6.30776375,2.42388225,1.6726205,2.1262125,7.0
6288,I,0.9,0.6875,0.25,6.30776375,2.50893075,1.48834875,2.1262125,6.0
6289,I,0.85,0.65,0.225,5.5281525,2.0128145,1.13398,1.644271,6.0
6290,I,1.325,0.9875,0.375,19.5328055,7.10154975,4.2807745,8.6465975,10.0
6291,F,1.35,1.0625,0.35,20.87940675,8.34892775,4.23825025,5.5281525,13.0
6292,F,1.425,1.1375,0.425,30.71668325,12.68640125,6.25106475,8.9300925,9.0
6293,I,1.075,0.85,0.2375,9.4970825,3.912231,1.88524175,2.9766975,6.0
6294,M,1.0,0.7375,0.25,7.92368525,3.47281375,1.63009625,2.1262125,14.0
6295,M,1.25,0.9625,0.35,16.68368075,5.9817445,3.95475525,5.2446575,10.0
6296,F,1.5875,1.2125,0.4125,32.36095425,15.49300175,6.973977,8.50485,13.0
6297,M,1.0375,0.75,0.25,7.087375,2.7499015,1.7293195,2.4097075,9.0
6298,M,1.4,1.1,0.4125,24.81998725,9.412034,4.86193925,7.75358825,11.0
6299,M,1.575,1.225,0.425,32.04910975,16.8679525,6.76135575,8.9300925,12.0
6300,I,1.1375,0.8875,0.3375,15.6772735,7.087375,2.7499015,4.252425,8.0
6301,M,1.575,1.2125,0.375,34.6147395,15.66309875,7.2858215,8.788345,9.0
6302,I,1.0875,0.8375,0.275,10.999606,4.46504625,2.33883375,3.5436875,8.0
6303,M,1.6625,1.3375,0.525,44.04094825,17.463292,10.36174225,11.90679,11.0
6304,M,1.7625,1.4125,0.55,49.99434325,21.89998875,12.99824575,17.7184375,17.0
6305,F,1.7375,1.3125,0.4625,48.94541175,18.83824275,8.46232575,13.60776,24.0
6306,I,0.775,0.5375,0.1875,5.06038575,2.08368825,0.86465975,1.13398,5.0
6307,M,1.525,1.15,0.425,32.16250775,14.92601175,8.4198015,8.9300925,10.0
6308,M,1.5875,1.3125,0.475,39.19318375,16.0174675,8.3631025,11.3398,13.0
6309,M,1.55,1.2,0.4125,34.8415355,14.35902175,6.30776375,9.355335,15.0
6310,I,0.9375,0.6875,0.2875,7.144074,3.1467945,1.68679525,2.4097075,7.0
6311,I,0.475,0.325,0.125,1.31825175,0.4819415,0.340194,0.340194,4.0
6312,F,1.625,1.3125,0.575,53.29706,16.9246515,10.50348975,22.60872625,20.0
6313,I,1.0625,0.8125,0.3,10.07824725,4.49339575,2.65067825,2.9766975,7.0
6314,F,1.5625,1.2125,0.4125,27.499015,9.87980075,6.7755305,9.07184,15.0
6315,I,0.775,0.6,0.1875,4.309124,2.26796,0.86465975,1.2757275,6.0
6316,F,1.4375,1.1875,0.3875,28.02348075,12.757275,6.3786375,7.654365,10.0
6317,F,1.1875,0.925,0.275,14.04717725,6.5487345,3.7704835,4.252425,13.0
6318,I,0.95,0.6875,0.225,6.95980225,3.118445,1.51669825,1.85689225,7.0
6319,I,1.3625,1.075,0.35,23.5584345,13.380964,4.479221,6.3786375,8.0
6320,F,1.3375,1.05,0.375,20.31241675,7.257472,5.03203625,5.953395,11.0
6321,F,1.475,1.1,0.3875,24.7491135,12.91319725,6.2652395,6.9456275,14.0
6322,I,0.45,0.325,0.1125,0.8221355,0.35436875,0.18427175,0.283495,4.0
6323,M,1.225,0.95,0.375,23.57260925,9.87980075,4.03980375,6.0951425,11.0
6324,F,1.6,1.225,0.3875,35.16755475,20.695135,7.2858215,9.4970825,11.0
6325,I,1.5875,1.2875,0.375,38.952213,15.06775925,8.2497045,11.623295,19.0
6326,I,0.875,0.65,0.225,5.00368675,2.19708625,1.1056305,1.70097,6.0
6327,I,1.1,0.825,0.2875,12.48795475,5.953395,2.4097075,3.40194,7.0
6328,M,1.4,1.125,0.375,24.720764,11.623295,4.649318,7.27164675,8.0
6329,I,1.3625,1.05,0.35,20.638436,8.66077225,4.8477645,6.3786375,9.0
6330,I,0.875,0.65,0.225,5.00368675,2.2396105,1.00640725,1.417475,6.0
6331,M,1.125,0.875,0.3,13.53688625,5.1312595,2.5231055,4.9611625,8.0
6332,I,1.6125,1.25,0.375,33.89182725,13.891255,7.24329725,9.808927,11.0
6333,M,1.6375,1.2875,0.4125,37.364641,16.612807,7.2858215,11.4815475,19.0
6334,I,1.2,0.95,0.3,14.78426425,6.27941425,3.345241,4.53592,8.0
6335,M,1.5625,1.2625,0.4125,32.16250775,13.947954,6.36446275,9.63883,10.0
6336,F,1.55,1.2,0.4375,29.10076175,13.70698325,6.81805475,9.525432,9.0
6337,M,1.2125,0.8875,0.2625,15.43630275,7.9095105,3.24601775,3.21766825,6.0
6338,M,1.4,1.025,0.3625,21.659018,8.845044,5.556502,7.5126175,10.0
6339,M,1.5875,1.275,0.55,40.97920225,18.9091165,8.34892775,10.0640725,10.0
6340,M,1.525,1.2,0.3875,28.292801,13.5794105,5.76912325,9.922325,18.0
6341,I,1.2625,0.9625,0.3125,17.2081465,9.70970375,3.8838815,4.3941725,8.0
6342,M,1.4375,1.125,0.4,26.2232875,11.18387775,6.25106475,7.087375,11.0
6343,I,1.1,0.8125,0.25,11.35397475,5.1312595,1.97029025,3.118445,7.0
6344,M,1.15,0.8625,0.3125,13.53688625,6.520385,2.56562975,3.40194,7.0
6345,I,0.9125,0.675,0.2125,6.123492,2.494756,1.3891255,1.85689225,6.0
6346,I,1.2125,0.925,0.2625,12.984071,5.443104,2.4664065,3.685435,7.0
6347,I,0.8375,0.6,0.2125,5.556502,2.67902775,1.077281,1.40330025,7.0
6348,I,1.5375,1.15,0.4,28.5479465,13.70698325,6.0951425,8.06543275,9.0
6349,I,0.9,0.6875,0.2125,5.3013565,2.2963095,1.247378,1.97029025,6.0
6350,M,1.3125,0.9875,0.3125,18.12950525,8.34892775,3.75630875,4.819415,8.0
6351,F,1.525,1.225,0.4125,30.05047,13.947954,7.15824875,8.68912175,9.0
6352,I,0.8875,0.7125,0.225,6.30776375,2.42388225,1.5025235,2.1262125,13.0
6353,I,1.15,0.9,0.25,12.74310025,5.23048275,2.45223175,3.118445,7.0
6354,F,1.525,1.2125,0.425,39.24988275,19.66037825,8.3631025,9.7805775,10.0
6355,I,1.25,0.975,0.3125,14.8834875,6.78970525,3.81300775,4.53592,8.0
6356,F,1.45,1.175,0.3625,30.09299425,11.32562525,6.3786375,8.788345,13.0
6357,F,1.6625,1.3125,0.475,39.745999,14.6566915,8.32057825,13.324265,19.0
6358,F,1.125,0.875,0.375,15.77649675,5.273007,3.07592075,5.2446575,10.0
6359,F,1.6375,1.275,0.4375,36.04638925,17.44911725,8.561549,9.7805775,12.0
6360,I,1.025,0.8125,0.2875,10.21999475,4.706017,2.11203775,2.83495,7.0
6361,M,1.925,1.4875,0.4875,58.6551155,30.46153775,13.380964,14.10387625,9.0
6362,M,1.55,1.2125,0.4375,35.02580725,14.38737125,7.35669525,10.20582,17.0
6363,I,1.2375,0.9375,0.3125,14.968536,7.24329725,2.9199985,4.53592,9.0
6364,M,1.5625,1.2375,0.4,34.5580405,18.540573,6.4353365,8.5331995,10.0
6365,I,0.8875,0.675,0.225,6.50621025,2.6932025,1.3891255,1.984465,6.0
6366,F,0.9125,0.675,0.225,6.577084,3.118445,1.13398,2.14038725,11.0
6367,M,1.5,1.1875,0.4375,31.22697425,13.60776,6.2652395,9.7805775,11.0
6368,I,0.9875,0.7375,0.275,8.901743,3.9405805,1.77184375,2.6365035,8.0
6369,M,1.575,1.2125,0.4,31.51046925,14.21727425,7.7394135,9.59630575,10.0
6370,F,1.8125,1.425,0.45,54.260943,25.98231675,11.0279555,14.0897015,11.0
6371,I,0.7625,0.5625,0.1875,4.26659975,1.6726205,0.7654365,1.2757275,6.0
6372,M,1.6125,1.2,0.4,34.0477495,17.10892325,7.66853975,7.72523875,9.0
6373,I,1.2875,0.975,0.35,17.05222425,7.087375,3.35941575,5.2446575,10.0
6374,M,1.0375,0.7625,0.2625,10.73028575,4.46504625,2.14038725,2.9766975,10.0
6375,M,1.5625,1.2875,0.35,38.65454325,16.782904,8.9867915,10.77281,11.0
6376,M,1.35,1.05,0.3375,23.133192,10.64523725,5.88252125,6.80388,9.0
6377,M,1.475,1.175,0.4,30.48211975,9.31281075,6.633783,8.50485,18.0
6378,M,1.3125,1.05,0.375,23.57260925,10.149121,4.8477645,5.8116475,9.0
6379,F,1.575,1.2125,0.4375,35.05415675,15.03940975,6.95980225,9.355335,10.0
6380,M,1.4125,1.1375,0.3375,25.44367625,10.6310625,5.499803,7.7961125,9.0
6381,F,1.5625,1.2375,0.425,36.457457,14.0897015,8.3064035,9.922325,20.0
6382,F,1.4625,1.1625,0.3625,26.2799865,10.50348975,5.62737575,7.7961125,13.0
6383,F,1.5625,1.225,0.4625,34.8415355,14.33067225,7.01650125,11.056305,9.0
6384,F,1.6125,1.3125,0.4,35.0116325,16.96717575,8.68912175,8.66077225,9.0
6385,I,0.9,0.675,0.2375,5.556502,2.211261,1.1623295,1.65844575,7.0
6386,F,1.2625,0.975,0.3125,18.71067,8.9867915,4.3941725,4.592619,8.0
6387,F,1.3,0.95,0.375,16.7545545,6.8889285,3.8838815,5.5281525,8.0
6388,M,1.25,0.95,0.3,16.9246515,7.087375,3.9972795,4.55009475,9.0
6389,I,1.2125,0.9,0.25,16.31513725,8.561549,2.608154,3.685435,7.0
6390,F,1.5625,1.225,0.425,32.16250775,13.5227115,7.55514175,10.0640725,11.0
6391,M,1.5375,1.1875,0.4125,29.69610125,13.6928085,6.066793,7.5126175,8.0
6392,I,1.1875,0.9125,0.2875,14.5999925,6.2652395,3.6003865,3.8271825,9.0
6393,I,0.6625,0.5,0.175,2.82077525,1.1623295,0.66621325,0.9922325,4.0
6394,M,1.5625,1.2,0.4375,31.6096925,11.92096475,7.35669525,10.0640725,12.0
6395,I,1.0,0.7125,0.225,7.9095105,3.44446425,1.7293195,2.1262125,7.0
6396,I,1.1875,0.8375,0.2625,11.169703,5.82582225,2.5798045,3.0900955,7.0
6397,M,1.675,1.3125,0.475,42.410852,16.782904,8.80251975,11.90679,15.0
6398,F,1.6875,1.3,0.4875,41.80133775,17.1514475,9.015141,13.60776,10.0
6399,M,1.4375,1.1,0.4,31.28367325,13.5794105,7.07320025,7.654365,11.0
6400,M,1.675,1.275,0.4875,44.43784125,18.01610725,11.49572225,11.623295,11.0
6401,I,1.4375,1.1,0.3625,22.92057075,10.659412,4.77689075,6.87475375,10.0
6402,M,1.55,1.175,0.4125,31.18445,15.46465225,6.30776375,8.788345,10.0
6403,I,0.925,0.6875,0.2125,6.08096775,2.721552,1.31825175,1.984465,8.0
6404,I,1.05,0.75,0.225,8.9300925,3.7137845,1.7293195,2.6932025,7.0
6405,M,1.8,1.4125,0.5375,50.81647875,18.257078,9.185238,16.5844575,20.0
6406,M,1.5125,1.1,0.3875,22.66542525,9.48290775,5.88252125,7.654365,10.0
6407,F,1.5375,1.175,0.3875,31.62386725,13.33843975,7.27164675,8.3631025,10.0
6408,M,1.4125,1.1,0.3875,25.51455,11.0846545,5.57067675,7.087375,7.0
6409,M,1.6625,1.2625,0.425,38.00250475,17.56251525,8.3064035,10.56018875,11.0
6410,M,1.125,0.9,0.275,12.48795475,5.159609,2.59397925,3.8271825,8.0
6411,M,1.375,1.0625,0.35,23.189891,11.396499,4.9044635,6.3786375,10.0
6412,I,1.1375,0.8875,0.2875,13.39513875,6.5487345,2.4664065,4.252425,9.0
6413,I,0.8125,0.6,0.1875,4.309124,1.6726205,0.86465975,1.2757275,6.0
6414,F,1.425,1.15,0.4125,24.99008425,10.829509,5.499803,7.654365,10.0
6415,M,1.175,0.8875,0.3375,12.2753335,4.309124,2.6932025,4.32329875,10.0
6416,F,1.6125,1.2625,0.4125,37.03862175,16.0174675,9.979024,9.7805775,12.0
6417,F,1.425,1.125,0.3625,27.51318975,13.08329425,6.577084,6.520385,12.0
6418,I,0.4625,0.3375,0.1,0.907184,0.3118445,0.18427175,0.283495,4.0
6419,M,1.4125,1.1,0.35,27.9242575,13.16834275,5.8683465,7.01650125,9.0
6420,I,1.2875,0.9875,0.3,16.62698175,7.27164675,3.07592075,4.819415,8.0
6421,F,1.675,1.3625,0.4375,47.173568,21.16290175,9.8372765,15.4504775,12.0
6422,F,1.875,1.4375,0.5375,57.16676675,21.772416,13.437663,15.252031,17.0
6423,M,0.875,0.6625,0.2125,6.0384435,2.2396105,0.97805775,1.3891255,1.0
6424,M,1.325,1.0375,0.4125,20.3265915,7.994559,4.5075705,7.7961125,20.0
6425,F,1.675,1.3125,0.45,43.21881275,20.36911575,10.36174225,11.623295,11.0
6426,F,1.3,1.0125,0.3125,20.41164,9.87980075,4.2240755,5.159609,8.0
6427,F,1.6875,1.325,0.425,43.02036625,17.463292,10.546014,11.7650425,11.0
6428,M,1.4125,1.125,0.3625,26.63435525,11.1413535,6.860579,8.0796075,10.0
6429,F,1.5,1.2,0.375,30.94347925,13.79203175,7.427569,8.9300925,10.0
6430,M,1.1875,0.9,0.3125,14.81261375,5.329706,4.23825025,4.252425,12.0
6431,F,1.5,1.225,0.4625,34.68561325,12.870673,8.448151,9.355335,12.0
6432,M,1.575,1.2,0.4125,33.46658475,14.92601175,6.76135575,8.6465975,16.0
6433,F,1.6125,1.3,0.4625,37.1094955,13.891255,7.27164675,14.3164975,14.0
6434,F,1.4375,1.1,0.4125,29.41260625,12.927372,5.556502,7.087375,11.0
6435,M,1.2875,0.875,0.325,18.030282,5.953395,4.1106775,5.386405,11.0
6436,M,1.25,0.975,0.3125,18.030282,7.24329725,3.9972795,6.23689,13.0
6437,I,1.3,1.0,0.3125,18.92329125,9.525432,3.4302895,5.2446575,9.0
6438,F,1.2625,0.9875,0.2875,16.40018575,7.9095105,3.6003865,4.9611625,9.0
6439,M,1.5875,1.25,0.425,38.68289275,19.46193175,8.23552975,7.5126175,8.0
6440,F,1.5875,1.25,0.475,32.16250775,12.85649825,7.15824875,10.20582,16.0
6441,M,1.3,1.0,0.3,19.43358225,11.623295,3.04757125,5.953395,8.0
6442,M,1.2,0.9875,0.3,16.3576615,8.60407325,3.742134,4.1106775,9.0
6443,F,1.525,1.175,0.3625,30.7025085,14.5999925,6.8889285,7.5126175,10.0
6444,I,1.3125,0.9875,0.2875,17.463292,8.0796075,3.345241,4.9611625,10.0
6445,F,1.6,1.25,0.4625,37.7331845,15.15280775,7.24329725,11.056305,13.0
6446,F,1.3875,1.075,0.4375,22.849697,9.87980075,4.876114,8.7599955,17.0
6447,I,0.6375,0.4625,0.175,2.02698925,0.97805775,0.396893,0.7087375,6.0
6448,M,1.2625,0.9625,0.3125,18.4555245,8.448151,4.53592,4.9611625,10.0
6449,F,1.675,1.2875,0.4375,37.194544,14.92601175,7.89533575,12.3320325,12.0
6450,F,1.7875,1.4125,0.5375,57.7479315,28.10852925,13.19669225,17.0097,17.0
6451,M,1.2625,0.9625,0.3125,16.76872925,8.6465975,3.52951275,4.6776675,9.0
6452,M,1.475,1.1625,0.375,29.48348,10.375917,5.8116475,9.355335,14.0
6453,I,1.0625,0.8125,0.25,10.886208,4.309124,2.05533875,3.118445,7.0
6454,F,1.525,1.225,0.375,30.1355185,11.69416875,7.78193775,8.221355,11.0
6455,F,1.675,1.3125,0.45,50.8306535,24.6924145,9.6104805,12.6155275,9.0
6456,M,0.6625,0.5,0.1625,1.80019325,0.8788345,0.226796,0.56699,9.0
6457,I,1.3,1.025,0.3375,20.638436,8.334753,4.57844425,6.0951425,13.0
6458,I,0.8125,0.6,0.2,4.6209685,1.99863975,0.963883,1.70097,8.0
6459,M,1.5,1.1375,0.4,35.72037,13.99047825,7.29999625,9.355335,19.0
6460,M,1.3375,1.1375,0.375,22.8213475,8.09378225,5.499803,6.6621325,9.0
6461,M,1.575,1.2875,0.4125,38.22930075,16.34348675,9.34116025,10.0640725,10.0
6462,F,1.025,0.8125,0.2875,8.845044,3.04757125,1.70097,2.494756,10.0
6463,M,1.25,0.95,0.375,16.34348675,6.8322295,3.78465825,4.252425,12.0
6464,M,1.55,1.2125,0.45,38.82464025,16.782904,7.7394135,10.0640725,10.0
6465,M,1.5625,1.2125,0.4125,30.730858,13.70698325,6.973977,9.355335,9.0
6466,F,1.625,1.2625,0.475,32.95629375,10.035723,7.767763,10.20582,16.0
6467,I,1.3375,1.0375,0.3625,21.27629975,5.443104,4.7343665,7.087375,15.0
6468,I,1.0,0.775,0.25,9.015141,4.63514325,2.324659,2.9766975,7.0
6469,M,1.4,1.1125,0.375,26.03901575,12.68640125,5.71242425,7.654365,8.0
6470,I,1.3125,0.95,0.325,18.5689225,9.8372765,4.082328,5.2446575,8.0
6471,I,1.2125,0.925,0.3125,16.839603,6.7188315,3.47281375,4.9611625,8.0
6472,I,0.9625,0.725,0.225,7.93786,3.2601925,1.6726205,2.1262125,7.0
6473,M,1.35,1.0375,0.375,24.437269,9.02931575,5.06038575,7.37087,14.0
6474,F,1.375,1.025,0.3875,22.169309,8.68912175,4.20990075,6.6621325,9.0
6475,M,1.55,1.2125,0.4,31.9498865,15.0535845,6.8889285,7.93786,12.0
6476,I,0.9,0.6875,0.225,5.0745605,2.721552,1.0489315,1.8427175,7.0
6477,M,0.8625,0.6375,0.225,5.5848515,2.05533875,1.03475675,1.70097,8.0
6478,M,1.2125,0.925,0.3125,16.9813505,6.8322295,3.52951275,4.9611625,9.0
6479,I,0.9625,0.7625,0.2375,8.9867915,3.44446425,1.6726205,2.551455,6.0
6480,M,1.475,1.1875,0.3625,31.14192575,13.4660125,5.57067675,8.9300925,19.0
6481,M,1.7,1.375,0.5,49.781722,20.014747,10.375917,16.44271,10.0
6482,F,1.5375,1.1875,0.3875,30.1922175,14.118051,6.520385,8.0796075,10.0
6483,F,1.5625,1.2125,0.4,32.13415825,13.16834275,7.10154975,8.00873375,10.0
